ANCESTOR_CONCEPT_ID,DESCENDANT_CONCEPT_ID,MIN_LEVELS_OF_SEPARATION,MAX_LEVELS_OF_SEPARATION
46293520,1125315,0,0
45796991,1119510,0,0
46306400,1129625,0,0
45896517,40232448,2,3
4024567,40481087,5,6
4043026,4047491,2,2
21502510,1713332,4,4
21503326,1149380,0,0
21603365,40229134,5,6
36002139,4240902,4,4
36156028,1119510,0,0
21502550,967823,4,4
37520731,4057420,2,2
44363228,19019273,2,3
44338035,1738521,0,0
44339386,1115008,0,0
45653103,1125315,0,0
45622868,1153428,0,0
45640610,1125315,0,0
45632213,1119510,0,0
45629757,1174888,0,0
45648308,1177480,0,0
45668661,1551192,2,3
45673977,975125,0,0
45778663,1124957,0,0
45684124,19008572,2,3
45684311,19078924,2,3
45703202,1112807,0,0
45703816,1548195,0,0
46238531,1332419,2,3
45798228,975125,0,0
46296803,1119510,0,0
45688115,1125315,0,0
46293811,1125315,0,0
45796801,1119510,0,0
46307077,1129625,0,0
45896772,19059056,2,3
4024567,28060,5,6
4178818,372328,2,2
21502510,1768849,4,4
21503373,1129625,0,0
21603365,40162522,5,6
35204998,4310024,4,4
36156029,1119510,0,0
21502550,1177480,4,4
37622481,381316,2,2
44363251,40232448,2,3
44338045,1192710,0,0
44339459,1177480,0,0
45652984,1125315,0,0
45622869,1102527,0,0
45640512,1125315,0,0
45632024,1119510,0,0
45629759,1310149,0,0
45648403,1177480,0,0
45668880,40229134,2,3
45673935,975125,0,0
45778878,967823,0,0
45684158,1107882,2,3
45684269,19077344,2,3
45703250,1124957,0,0
45703946,1107830,0,0
46238339,40232448,2,3
45795455,1153428,0,0
46296600,1119510,0,0
45688064,1125315,0,0
46293725,1125315,0,0
45797104,1119510,0,0
46304172,1129625,0,0
45896792,40236824,2,3
4028076,4048171,5,6
4178818,134438,2,2
21502510,1759842,4,4
21503373,975125,0,0
21603365,19133768,5,6
35205038,441267,4,4
36156132,1119510,0,0
36217216,19127922,3,4
40037552,40221415,2,2
44363252,1115171,2,3
45619727,738818,0,0
44339459,1174888,0,0
45653285,1125315,0,0
45622812,1728416,0,0
45640513,1125315,0,0
45634086,1119510,0,0
45629763,1192710,0,0
45648412,1177480,0,0
45668952,19007333,2,3
45674014,975125,0,0
45779076,967823,0,0
45684098,19023398,2,3
45685586,19075601,2,3
45703223,1501700,0,0
45703575,1149196,0,0
46238409,19059056,2,3
45795361,1589505,0,0
46296728,1119510,0,0
45688107,1125315,0,0
46293530,1125315,0,0
45796891,1119510,0,0
46304183,1129625,0,0
45803821,40229134,2,3
4162282,4112343,5,6
4178818,198199,2,2
21502510,1741122,4,4
21503365,975125,0,0
21496206,3049273,4,5
36203067,4156265,4,4
36156001,1119510,0,0
36217216,19128022,3,4
40758298,40758406,2,2
44363143,1154615,2,3
45619794,1310149,0,0
44339460,1129625,0,0
45653300,1125315,0,0
45622822,1713332,0,0
45640518,1125315,0,0
45634228,1119510,0,0
45629739,1729720,0,0
45645154,1177480,0,0
45670291,40173590,2,3
45673895,975125,0,0
45779085,1545958,0,0
45684206,19008572,2,3
45685467,43012036,2,3
45703180,1118084,0,0
45703771,1310149,0,0
46238635,19019273,2,3
45795361,19127890,0,0
46296660,1119510,0,0
45688088,1125315,0,0
46293952,1125315,0,0
45797038,1119510,0,0
46304101,1129625,0,0
45803602,40162522,2,3
432795,4132546,4,6
4178818,195588,2,2
21502510,1746114,4,4
21503366,975125,0,0
21604147,40173590,4,5
36000000,438614,4,4
36156195,1119510,0,0
36600000,4280726,4,4
37520664,4301346,2,2
44363181,1115171,2,3
45619795,1129625,0,0
44339461,1521369,0,0
45653326,1125315,0,0
45622822,1759842,0,0
45640559,1125315,0,0
45628849,1119510,0,0
45629741,738818,0,0
45645256,1177480,0,0
45670398,19078461,2,3
45673896,975125,0,0
45779195,1192710,0,0
45684239,19008572,2,3
45685478,1127433,2,3
45703206,705944,0,0
45703772,1192710,0,0
46238672,40232448,2,3
45795361,1549786,0,0
46296661,1119510,0,0
45688093,1125315,0,0
46293846,1125315,0,0
45797042,1119510,0,0
46320438,1129625,0,0
45803804,19018935,2,3
4024567,255848,4,6
4108616,4010253,2,2
21502510,1729720,4,4
21503367,975125,0,0
21604792,45892894,4,5
36000000,4139681,4,4
36156198,1119510,0,0
36600000,40480160,4,4
40789542,3006451,2,2
44363159,40232448,2,3
45619955,1112807,0,0
44339461,1549786,0,0
45653095,1125315,0,0
45622830,1332418,0,0
45640619,1125315,0,0
45629045,1119510,0,0
45629749,1759842,0,0
45645125,1177480,0,0
45666599,1115171,2,3
45673906,975125,0,0
45779197,1124957,0,0
45684129,40163554,2,3
45685704,1713671,2,3
45703362,1501700,0,0
45704070,1308738,0,0
46238754,1127433,2,3
45795364,1112807,0,0
46296517,1119510,0,0
45688133,1125315,0,0
46288728,1125315,0,0
45797083,1119510,0,0
46320124,1129625,0,0
45803866,40229134,2,3
4180628,4310024,4,6
4158691,4186930,2,2
21502510,1717327,4,4
21503344,1125315,0,0
21503965,19007333,4,5
36203066,4066995,4,4
36156206,1119510,0,0
36600000,4056621,5,5
40765347,3000963,2,2
44363193,40229134,2,3
45619826,1129625,0,0
44339463,1548195,0,0
45653361,1125315,0,0
45622746,1309944,0,0
45640756,1125315,0,0
45629161,1119510,0,0
45629749,1713332,0,0
45645460,1177480,0,0
45666857,19008572,2,3
45671370,975125,0,0
45779106,1174888,0,0
45684372,1127433,2,3
45685708,19133905,2,3
45703296,1738521,0,0
45703651,1728416,0,0
46238703,40169216,2,3
45795399,933724,0,0
46293572,1119510,0,0
45688140,1125315,0,0
46288617,1125315,0,0
45797027,1119510,0,0
46320460,1129625,0,0
45803673,40229134,2,3
255919,4156265,4,6
4042836,4029498,2,2
21502510,1174888,4,4
21503326,975125,0,0
21604070,42707627,4,5
36203066,40479768,4,4
36156435,1119510,0,0
36600000,81151,5,8
37520651,4301346,2,2
44363591,19133905,2,3
45619873,738818,0,0
44339268,1154029,0,0
45653133,1125315,0,0
45623042,1307863,0,0
45640757,1125315,0,0
45629164,1119510,0,0
45629750,1545958,0,0
45642529,1177480,0,0
45664254,40232448,2,3
45671246,975125,0,0
45779108,1192710,0,0
45680884,19008572,2,3
45685708,19133873,2,3
45703141,1307863,0,0
45703653,1308738,0,0
45897488,19018935,2,3
45795404,1738521,0,0
46293746,1119510,0,0
45688125,1125315,0,0
46288885,1125315,0,0
46318051,1119510,0,0
46320692,1129625,0,0
45803962,19008572,2,3
255919,4132546,4,6
4043161,4218408,2,2
21502510,1778162,4,4
21503375,975125,0,0
21500007,1713671,4,5
36203066,4048695,4,4
36158854,1119510,0,0
36600000,4149245,6,6
37520651,44783196,2,2
44358586,19019273,2,3
45620074,1149196,0,0
44339271,1713332,0,0
45653136,1125315,0,0
45622957,1154343,0,0
45637439,1125315,0,0
45629192,1119510,0,0
45629886,1713332,0,0
45642372,1177480,0,0
45664479,1154615,2,3
45670706,975125,0,0
45778879,1107830,0,0
45683993,1332419,2,3
45684391,40228230,2,3
45703253,1501700,0,0
45704079,1361711,0,0
45897557,40236446,2,3
45795407,1174888,0,0
46293811,1119510,0,0
45688174,1125315,0,0
46288816,1125315,0,0
46318054,1119510,0,0
46320631,1129625,0,0
45894840,42707627,2,3
4022922,4152936,4,6
4043161,4295880,2,2
21502510,1728416,4,4
21503351,1396131,0,0
21500007,46275444,4,5
36203066,40479422,4,4
36158858,1119510,0,0
36600000,40479768,7,7
37522278,4035793,3,3
44358687,40236824,2,3
45619980,1177480,0,0
44339588,1129625,0,0
45653442,1125315,0,0
45622973,1713332,0,0
45637502,1125315,0,0
45629096,1119510,0,0
45629886,1759842,0,0
45642405,1177480,0,0
45664280,1115171,2,3
45781372,975125,0,0
45778948,1149196,0,0
45680558,1127433,2,3
45684580,19059056,2,3
45703224,1309944,0,0
45703717,1124957,0,0
45897639,1127433,2,3
45795397,1149196,0,0
46293530,1119510,0,0
45688208,1125315,0,0
46288632,1125315,0,0
46317552,1119510,0,0
46321388,1129625,0,0
45896869,1107882,2,3
4022922,4149245,4,6
4043022,4202451,2,2
21500582,1174888,4,4
21500206,1361711,0,0
21500010,19074843,4,5
36203066,4001336,4,4
36158935,1119510,0,0
36600000,40479422,7,7
37522278,4197460,3,3
44356475,1115171,2,3
45620028,1177480,0,0
44339374,1539403,0,0
45653114,1125315,0,0
45623071,1115008,0,0
45637537,1125315,0,0
45629102,1119510,0,0
45629835,1713332,0,0
45642550,1177480,0,0
45664309,40229134,2,3
45781186,975125,0,0
45778957,1153428,0,0
45680558,19078461,2,3
45684581,40232448,2,3
45703422,791967,0,0
45703122,1545958,0,0
45897589,40229134,2,3
45795572,1332418,0,0
46288728,1119510,0,0
45688321,1125315,0,0
46291556,1125315,0,0
45793890,1119510,0,0
46320810,1129625,0,0
45650773,19018935,2,3
253549,40480160,4,6
4048365,4133840,2,2
21500582,1124957,4,4
21500544,708298,0,0
21500010,19075001,4,5
36102149,40486433,4,4
36158971,1119510,0,0
36600000,78272,9,9
37622481,317576,3,3
44356269,19008572,2,3
45620337,975125,0,0
44339097,1729720,0,0
45653299,1125315,0,0
45623058,1309944,0,0
45637160,1125315,0,0
45629257,1119510,0,0
45629846,1192710,0,0
45642477,1177480,0,0
45664548,40232448,2,3
45779017,975125,0,0
45778960,1124300,0,0
45783587,19075601,2,3
45684574,1115171,2,3
45703425,1124300,0,0
45703124,1551099,0,0
45897597,1107882,2,3
45795574,1112807,0,0
46288885,1119510,0,0
45688203,1125315,0,0
46291649,1125315,0,0
45794190,1119510,0,0
46314285,1129625,0,0
45675631,40236446,2,3
253549,4237458,4,6
4040396,4238715,2,2
21500582,1102527,4,4
21500544,791967,0,0
21500010,19074841,4,5
36102149,4280726,4,4
36158677,1119510,0,0
36300000,42535580,5,10
37622481,4310024,3,3
44356464,1115171,2,3
45620106,1738521,0,0
44816277,44816277,0,0
45649962,1125315,0,0
45623061,1124300,0,0
45637480,1125315,0,0
45629316,1119510,0,0
45629809,1124300,0,0
45642658,1177480,0,0
45778402,1332419,2,3
45779154,975125,0,0
45779161,1501700,0,0
45693193,40223768,2,3
45681447,1154615,2,3
45703230,1545958,0,0
45703127,1551099,0,0
45897642,19129655,2,3
45795577,933724,0,0
46288852,1119510,0,0
45688205,1125315,0,0
46291655,1125315,0,0
45794024,1119510,0,0
46314894,1129625,0,0
45894852,1551192,2,3
253549,4142905,4,6
4180941,4199276,2,2
21500582,1154029,4,4
21500561,705944,0,0
21500341,40229134,4,5
36203062,381316,4,4
36159085,1119510,0,0
36300000,4037675,6,9
40786258,3049273,3,3
44356471,19059056,2,3
45620075,1322184,0,0
44816279,44816277,0,0
45649985,1125315,0,0
45623062,1308738,0,0
45637483,1125315,0,0
45629271,1119510,0,0
45629775,1115008,0,0
45642797,1177480,0,0
45661668,1115171,2,3
45779184,975125,0,0
45779163,1174888,0,0
45671526,19078461,2,3
45681284,1115171,2,3
45703240,1551099,0,0
45703147,782043,0,0
45897711,40232448,2,3
45795464,1717327,0,0
46288649,1119510,0,0
45688244,1125315,0,0
46289487,1125315,0,0
45794153,1119510,0,0
46314173,1129625,0,0
45675431,19019273,2,3
4028071,198809,6,6
4040400,4163951,2,2
21500582,1110410,4,4
21500553,1192710,0,0
21500327,1107830,5,5
36203062,4329847,4,4
36158776,1119510,0,0
36300000,4243062,6,8
37622411,381316,3,3
44349379,40232448,2,3
45620201,975125,0,0
44805732,44805732,0,0
45649976,1125315,0,0
45622778,967823,0,0
45637322,1125315,0,0
45628278,1119510,0,0
45629933,1308738,0,0
45640254,1177480,0,0
45661775,40174880,2,3
45778791,975125,0,0
45778790,1501700,0,0
45692448,1332419,2,3
45681521,1115171,2,3
45703382,1112807,0,0
45703242,19127890,0,0
45895289,19019273,2,3
45795485,1000560,0,0
46291629,1119510,0,0
45688355,1125315,0,0
46289317,1125315,0,0
45794772,1119510,0,0
46314192,1129625,0,0
45675333,19019273,2,3
436670,4144583,6,6
4047779,261325,5,8
21500582,1112807,4,4
21003515,1000560,0,0
21500327,1192710,5,5
36203062,4094814,4,4
36159114,1119510,0,0
36300000,4151422,6,6
37622411,321042,3,3
44349357,40231925,2,3
45619965,1309944,0,0
45619686,791967,0,0
45649620,1125315,0,0
45622781,1124957,0,0
45637327,1125315,0,0
45626200,1119510,0,0
45629853,1367571,0,0
45640168,1177480,0,0
45661806,1332419,2,3
45708016,975125,0,0
45779250,738818,0,0
45692702,1107882,2,3
45681317,19008572,2,3
45703521,701322,0,0
45703242,1589505,0,0
45895456,40232448,2,3
45795593,914335,0,0
46291649,1119510,0,0
45688305,1125315,0,0
46288982,1125315,0,0
45794801,1119510,0,0
46314835,1129625,0,0
45650772,1551192,2,3
4162282,4048171,6,6
4047779,4001336,5,8
21500120,40221415,4,4
21004249,738818,0,0
21500327,1153428,5,5
36206173,3049273,4,4
36159122,1119510,0,0
36300000,4062501,7,7
37522284,4337138,3,3
44349417,40232448,2,3
45619876,1129625,0,0
44360447,723013,0,0
45649871,1125315,0,0
45622782,1115008,0,0
45637560,1125315,0,0
45626428,1119510,0,0
45629822,967823,0,0
45640258,1177480,0,0
45661146,40231925,2,3
45707992,975125,0,0
45779189,1174888,0,0
45676251,19078461,2,3
45681560,1127433,2,3
45703255,1310149,0,0
45703242,1549786,0,0
45895368,40165015,2,3
45795661,1124300,0,0
46289097,1119510,0,0
45688431,1125315,0,0
46243494,1125315,0,0
45794313,1119510,0,0
46314690,1129625,0,0
45894821,1107882,2,3
4024567,257012,3,6
4047779,4066995,5,8
4247371,380378,4,4
21004249,1192710,0,0
21500327,1125315,5,5
36203066,4230399,3,3
36159003,1119510,0,0
36300000,40479422,11,14
37520731,4336464,3,3
44349463,19008572,2,3
45619845,1112807,0,0
44360453,738818,0,0
45649957,1125315,0,0
45623119,740275,0,0
45637562,1125315,0,0
45626262,1119510,0,0
45629785,1124957,0,0
45639646,1177480,0,0
45661155,19078924,2,3
45705094,975125,0,0
45779340,1192710,0,0
45673417,19075601,2,3
45679754,40229134,2,3
45703265,975125,0,0
45703164,1149380,0,0
45895480,40232448,2,3
45795666,1549786,0,0
46288982,1119510,0,0
45688375,1125315,0,0
46243597,1125315,0,0
45794282,1119510,0,0
46317745,1129625,0,0
45650645,1551192,2,3
4102111,4285898,3,6
4047779,4237458,5,8
4247371,372328,4,4
21004249,1115008,0,0
21500327,1150836,5,5
36203066,4134304,3,3
36159147,1119510,0,0
36300000,4174876,8,9
37302323,4102123,3,3
44349451,19057271,2,3
45619848,1112807,0,0
44360457,1713332,0,0
45651886,1125315,0,0
45622769,1149196,0,0
45637265,1125315,0,0
45626302,1119510,0,0
45629787,791967,0,0
45639651,1177480,0,0
45661365,19019273,2,3
45633081,1548195,0,0
45779341,1713332,0,0
45680569,40228214,2,3
45679777,19008572,2,3
45703275,1154343,0,0
45703386,967823,0,0
45895385,40232448,2,3
45795666,19127890,0,0
46243599,1119510,0,0
45688169,1125315,0,0
46243598,1125315,0,0
45791453,1119510,0,0
46317093,1129625,0,0
45894954,40223768,2,3
320136,4280726,2,6
4047779,40480160,5,8
4247371,381316,4,4
21004387,1112807,0,0
21500327,1149196,5,5
36203066,4146173,3,3
36158929,1119510,0,0
36300000,4035415,8,12
37521809,4337611,3,3
44349429,1115171,2,3
45619850,1589505,0,0
44360457,1759842,0,0
45652002,1125315,0,0
45623160,1124957,0,0
45637269,1125315,0,0
45626305,1119510,0,0
45629788,701322,0,0
45639652,1177480,0,0
45777849,40229134,2,3
45633084,1124957,0,0
45779178,1110410,0,0
45680773,19078461,2,3
45679759,19057271,2,3
45703586,791967,0,0
45703192,1174888,0,0
45895249,19008572,2,3
45795666,1521369,0,0
46243487,1119510,0,0
45685006,1125315,0,0
46243599,1125315,0,0
45791709,1119510,0,0
46315097,1129625,0,0
45897164,46233988,2,3
4024567,4280726,3,7
4047779,4152936,5,7
21500093,1500211,4,4
21004232,1713332,0,0
35100000,4056621,5,5
36203066,4132546,3,3
36158915,1119510,0,0
36300000,4109685,8,12
37502347,4186930,3,3
44349749,40231925,2,3
45619910,1192710,0,0
44360460,933724,0,0
45651938,1125315,0,0
45623169,1154029,0,0
45637270,1125315,0,0
45626381,1119510,0,0
45629918,1728416,0,0
45639526,1177480,0,0
45777823,40229134,2,3
45633061,1149196,0,0
45779374,1192710,0,0
45677425,19078461,2,3
45697811,19019273,2,3
45703348,1174888,0,0
45703278,1192710,0,0
45895505,40232448,2,3
45795678,1539403,0,0
46243721,1119510,0,0
45684923,1125315,0,0
46243487,1125315,0,0
45791405,1119510,0,0
46315304,1129625,0,0
45897164,46233710,2,3
432795,40480160,7,7
4047779,4266809,5,7
21500136,19128065,4,4
21004249,1174888,0,0
21503650,1125315,5,5
35702124,28060,3,3
36159235,1119510,0,0
36300000,4112343,8,14
37502347,44805732,3,3
44349751,19133905,2,3
45619912,1322184,0,0
44360561,1154029,0,0
45650045,1125315,0,0
45621245,1332418,0,0
45637412,1125315,0,0
45626439,1119510,0,0
45629944,1539403,0,0
45636642,1177480,0,0
45654802,19078461,2,3
45633070,738818,0,0
45779125,19010482,0,0
45705521,19075601,2,3
45696898,920334,2,3
45703547,1778162,0,0
45703282,1107830,0,0
45895487,19008572,2,3
45795597,19010482,0,0
46243638,1119510,0,0
45684981,1125315,0,0
46243625,1125315,0,0
45791685,1119510,0,0
46309601,1129625,0,0
45803688,19075601,2,3
4022922,40479422,6,7
4047779,258780,5,9
21500136,19127918,4,4
21004387,975125,0,0
21503650,19003953,5,5
36002869,433644,3,3
36159082,1119510,0,0
36300000,321042,9,13
40490903,44805732,3,3
44349557,40162522,2,3
45619920,1112807,0,0
44360632,1129625,0,0
45646739,1125315,0,0
45621277,1149196,0,0
45639940,1125315,0,0
45626313,1119510,0,0
45629719,914335,0,0
45636974,1177480,0,0
45654849,19008572,2,3
45633136,1110410,0,0
45778924,791967,0,0
45686956,1332419,2,3
45697017,19133905,2,3
45703630,1107830,0,0
45703108,1729720,0,0
45894537,40162522,2,3
45795684,1548195,0,0
46243512,1119510,0,0
45685105,1125315,0,0
46243638,1125315,0,0
45791554,1119510,0,0
46309862,1129625,0,0
45894790,19078461,2,3
4022922,40479768,6,7
4047779,81893,5,11
21500136,19132304,4,4
21003586,914335,0,0
21503650,1112807,5,5
36002869,4219399,3,3
36159130,1119510,0,0
36300000,28060,9,12
40763497,3013682,3,3
44349660,40232448,2,3
45620001,1107830,0,0
44360651,967823,0,0
45646744,1125315,0,0
45621235,914335,0,0
45640208,1125315,0,0
45623148,1119510,0,0
45629800,1192710,0,0
45637250,1177480,0,0
45654793,40232448,2,3
45633142,738818,0,0
45779075,791967,0,0
45686879,19075601,2,3
45697018,40232448,2,3
45703505,914335,0,0
45703118,1000560,0,0
45803236,43012036,2,3
45795686,1153428,0,0
46243504,1119510,0,0
45685064,1125315,0,0
46243640,1125315,0,0
45791692,1119510,0,0
46309746,1129625,0,0
45894814,40223768,2,3
4024567,261325,4,7
4185115,4336464,5,8
21500136,19127904,4,4
21004249,1119510,0,0
21502584,708298,5,5
36002869,4240902,3,3
36159273,1119510,0,0
36300000,255848,9,12
40763497,3023103,3,3
44349861,40232448,2,3
45619886,738818,0,0
44360691,1332418,0,0
45646745,1125315,0,0
45621218,1149196,0,0
45640029,1125315,0,0
45622983,1119510,0,0
45629804,914335,0,0
45633285,1177480,0,0
45645239,1107882,2,3
45633115,1107830,0,0
45778989,1000560,0,0
45695657,19075601,2,3
45697308,1115171,2,3
45703301,1107830,0,0
45699801,1310149,0,0
45803421,1127433,2,3
45795689,1115008,0,0
46243655,1119510,0,0
45684713,1125315,0,0
46243642,1125315,0,0
45791837,1119510,0,0
46309912,1129625,0,0
45894819,40228214,2,3
4024567,260139,4,7
4180627,4107731,5,8
21500136,19128009,4,4
21004249,1177480,0,0
21502584,1125315,5,5
36002869,37017711,3,3
36159044,1119510,0,0
36300000,198199,9,12
40763497,3016723,3,3
44350046,40229134,2,3
45620126,791967,0,0
44360570,1115008,0,0
45646598,1125315,0,0
45621256,1778162,0,0
45639982,1125315,0,0
45623090,1119510,0,0
45629987,1149380,0,0
45633287,1177480,0,0
45655484,1545959,2,3
45633122,1174888,0,0
45707620,1589505,0,0
45693168,19075601,2,3
45693945,19008572,2,3
45703310,1149196,0,0
45700035,19002770,0,0
45803357,40229134,2,3
45795694,1549786,0,0
46243586,1119510,0,0
45685077,1125315,0,0
46243732,1125315,0,0
45791786,1119510,0,0
46304703,1129625,0,0
45894608,1107882,2,3
4024567,4294548,4,7
4180628,4237458,5,7
21500136,42902245,4,4
21004249,1112807,0,0
21502584,1115008,5,5
36203067,4109685,3,3
36159343,1119510,0,0
36300000,440448,9,14
37219970,317576,3,3
44341796,40232448,2,3
45619838,1177480,0,0
44360575,791967,0,0
45646879,1125315,0,0
45621259,1309944,0,0
45639945,1125315,0,0
45623011,1119510,0,0
45629988,1153428,0,0
45633223,1177480,0,0
45639569,1332419,2,3
45633128,1000560,0,0
45707624,1118084,0,0
45692638,1332419,2,3
45693946,40174880,2,3
45703314,1107830,0,0
45699813,1332418,0,0
45876069,3024561,2,3
45795694,1521369,0,0
46243811,1119510,0,0
45685083,1125315,0,0
46243611,1125315,0,0
45791585,1119510,0,0
46304704,1129625,0,0
45803818,1107882,2,3
4024567,40486433,4,7
4178818,4048171,5,7
21500136,19128263,4,4
21004386,1551099,0,0
21502584,740275,5,5
36203067,4152936,3,3
36159212,1119510,0,0
36300000,442116,9,10
37219970,321042,3,3
44342122,40229134,2,3
45620032,1149196,0,0
44360714,705944,0,0
